[header]
width=60
height=60
tilewidth=128
tileheight=64
orientation=isometric
tileset=tilesetdefs/tileset_garden_ruins.txt
hero_pos=32,32,3

[tilesets]
tileset=../../../wandercall-assets/maps/garden ruins/reserved.png,128,64,0,0
tileset=../../../wandercall-assets/maps/garden ruins/walls.png,128,256,0,0
tileset=../../../wandercall-assets/maps/garden ruins/floors.png,128,96,0,28

[layer]
type=background
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,42,42,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,41,41,41,44,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,42,42,42,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,42,41,41,44,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,41,42,41,44,41,41,41,42,42,42,44,41,41,42,41,44,41,41,42,42,41,42,41,41,41,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,42,42,42,44,42,42,42,42,42,42,44,42,41,42,41,44,42,41,41,41,42,41,41,41,42,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,42,42,43,43,45,0,0,0,0,42,44,0,0,0,0,44,41,0,0,0,0,41,41,42,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,45,45,43,43,41,0,0,0,0,41,44,0,0,0,0,44,41,0,0,0,0,42,42,41,41,41,44,42,42,42,41,42,41,42,44,41,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,41,42,44,41,42,42,42,42,41,42,44,41,41,42,41,44,41,41,41,41,41,41,41,41,42,42,44,42,41,41,42,42,42,41,44,42,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,41,41,44,42,42,42,41,41,42,42,44,42,41,42,41,44,41,41,41,42,41,42,42,41,41,41,44,41,41,42,42,41,41,41,44,42,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,42,41,44,41,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,45,45,45,45,45,43,45,45,45,45,45,45,45,43,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,42,41,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,42,41,42,41,44,41,42,41,42,42,42,42,44,42,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,42,42,41,41,44,42,42,42,41,42,42,41,44,41,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,41,41,41,44,41,42,42,41,41,42,42,44,41,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,42,41,42,41,44,41,42,41,41,41,41,41,44,42,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,41,42,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,42,44,41,42,41,41,41,41,42,41,44,41,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
